rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
2536,-,27.12,us,SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",8.57,857,"ARS Pharmaceuticals, Inc. - Common Stock",1,,,,,,,,-4.30,,,,0.0,13.88,8.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2537,-,30.02,us,SPSC,"SPS Commerce, Inc. - Common Stock",57.50,5749,"SPS Commerce, Inc. - Common Stock",1,,,,,,,,23.23,,4.30,,0.0,2.19,21.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2538,-,27.12,us,SPT,"Sprout Social, Inc - Class A Common Stock",7.65,765,"Sprout Social, Inc - Class A Common Stock",1,,,,,,,,-11.96,,,,0.0,2.14,4.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2539,-,27.12,us,SPTX,"Seaport Therapeutics, Inc. - Common Stock",21.97,2197,"Seaport Therapeutics, Inc. - Common Stock",1,,,,,,,,-13.49,,,,0.0,5.61,11.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2540,-,27.12,us,SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",1.35,135,"Sportsman's Warehouse Holdings, Inc. - Common Stock",1,,,,,,,,-1.04,,,,0.0,0.32,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2541,-,27.12,us,SPWR,SunPower Inc. - Common Stock,0.73,72,SunPower Inc. - Common Stock,1,,,,,,,,-2.36,,,,0.0,-1.72,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2542,-,30.02,us,SRAD,Sportradar Group AG - Class A Ordinary Shares,14.86,1486,Sportradar Group AG - Class A Ordinary Shares,1,,,,,,,,198.91,,0.50,,0.0,16.24,167.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2543,-,30.02,us,SRBK,"SR Bancorp, Inc. - Common stock",19.47,1947,"SR Bancorp, Inc. - Common stock",1,,,,,,,,34.11,,2.93,,0.0,0.86,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2544,-,30.02,us,SRCE,1st Source Corporation - Common Stock,81.69,8169,1st Source Corporation - Common Stock,1,,,,,,,,12.23,,8.18,,0.0,1.54,19.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2545,-,30.02,us,SRPT,"Sarepta Therapeutics, Inc. - Common Stock",17.66,1766,"Sarepta Therapeutics, Inc. - Common Stock",1,,,,,,,,28.66,,3.49,,0.0,1.24,18.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2546,-,27.12,us,SRRK,Scholar Rock Holding Corporation - Common Stock,55.25,5525,Scholar Rock Holding Corporation - Common Stock,1,,,,,,,,-16.20,,,,0.0,23.99,66.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2547,-,30.02,us,SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",5.20,520,"Strata Critical Medical, Inc. - Class A Common Stock",1,,,,,,,,9.58,,10.44,,0.0,1.57,4.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2548,-,27.12,us,SRTS,"Sensus Healthcare, Inc. - Common Stock",3.02,302,"Sensus Healthcare, Inc. - Common Stock",1,,,,,,,,-6.40,,,,0.0,1.09,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2549,-,27.12,us,SRZN,"Surrozen, Inc. - Common Stock",26.23,2623,"Surrozen, Inc. - Common Stock",1,,,,,,,,-0.89,,,,0.0,-1.10,3.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2550,-,27.12,us,SSII,SS Innovations International Inc. - Common Stock,3.75,375,SS Innovations International Inc. - Common Stock,1,,,,,,,,-74.86,,,,0.0,13.77,7.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2551,-,27.12,us,SSM,Sono Group N.V. - Ordinary Shares,4.37,437,Sono Group N.V. - Ordinary Shares,1,,,,,,,,-1.25,,,,0.0,-13.39,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2552,-,30.02,us,SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",62.05,6204,"SS&C Technologies Holdings, Inc. - Common Stock",1,,,,,,,,18.45,,5.42,,0.0,2.18,149.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2553,-,27.12,us,SSP,E.W. Scripps Company (The) - Class A Common Stock,2.75,275,E.W. Scripps Company (The) - Class A Common Stock,1,,,,,,,,-2.54,,,,0.0,0.20,2.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2554,-,30.02,us,SSRM,SSR Mining Inc. - Common Stock,28.19,2819,SSR Mining Inc. - Common Stock,1,,,,,,,,25.37,,3.94,,0.0,1.61,58.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2555,-,27.12,us,SSTI,"SoundThinking, Inc. - Common Stock",8.72,872,"SoundThinking, Inc. - Common Stock",1,,,,,,,,-7.56,,,,0.0,1.67,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2556,-,27.12,us,SSYS,"Stratasys, Ltd. - Common Stock",8.37,836,"Stratasys, Ltd. - Common Stock",1,,,,,,,,-6.32,,,,0.0,0.88,7.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2557,-,27.12,us,STAA,STAAR Surgical Company - Common Stock,29.41,2940,STAAR Surgical Company - Common Stock,1,,,,,,,,-69.61,,,,0.0,4.15,14.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2558,-,27.12,us,STAK,STAK Inc. - Class A Ordinary Shares,4.12,412,STAK Inc. - Class A Ordinary Shares,1,,,,,,,,-13.43,,,,0.0,5.29,0.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2559,-,30.02,us,STBA,"S&T Bancorp, Inc. - Common Stock",48.98,4898,"S&T Bancorp, Inc. - Common Stock",1,,,,,,,,12.97,,7.71,,0.0,1.23,17.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2560,-,27.12,us,STEP,StepStone Group Inc. - Class A Common Stock,40.86,4086,StepStone Group Inc. - Class A Common Stock,1,,,,,,,,-9.10,,,,0.0,-11.79,48.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2561,-,27.12,us,STEX,Streamex Corp. - Common Stock,0.86,85,Streamex Corp. - Common Stock,1,,,,,,,,-0.18,,,,0.0,0.56,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2562,-,27.12,us,STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,14.54,1454,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,1,,,,,,,,-0.93,,,,0.0,1.26,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2563,-,30.02,us,STGW,Stagwell Inc. - Class A Common Stock,7.02,702,Stagwell Inc. - Class A Common Stock,1,,,,,,,,91.36,,1.09,,0.0,2.47,17.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2564,-,27.12,us,STHO,Star Holdings - Shares of Beneficial Interest,9.04,903,Star Holdings - Shares of Beneficial Interest,1,,,,,,,,-1.63,,,,0.0,0.46,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2565,-,27.12,us,STI,"Solidion Technology, Inc. - Common Stock",9.41,941,"Solidion Technology, Inc. - Common Stock",1,,,,,,,,-1.41,,,,0.0,-8.82,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2566,-,27.12,us,STIM,"Neuronetics, Inc. - Common Stock",1.36,136,"Neuronetics, Inc. - Common Stock",1,,,,,,,,-2.55,,,,0.0,7.13,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2567,-,27.12,us,STKE,Sol Strategies Inc. - Common Shares,1.15,114,Sol Strategies Inc. - Common Shares,1,,,,,,,,-0.45,,,,0.0,1.51,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2568,-,27.12,us,STKH,Steakholder Foods Ltd. - American Depositary Shares,0.56,56,Steakholder Foods Ltd. - American Depositary Shares,1,,,,,,,,-0.09,,,,0.0,0.23,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2569,-,27.12,us,STKS,"The ONE Group Hospitality, Inc. - Common Stock",2.07,206,"The ONE Group Hospitality, Inc. - Common Stock",1,,,,,,,,-0.73,,,,0.0,0.55,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2570,-,30.02,us,STLD,"Steel Dynamics, Inc. - Common Stock",232.51,23251,"Steel Dynamics, Inc. - Common Stock",1,,,,,,,,24.44,,4.09,,0.0,3.66,335.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2571,-,30.02,us,STNE,StoneCo Ltd. - Class A Common Share,10.82,1082,StoneCo Ltd. - Class A Common Share,1,,,,,,,,3.92,,25.51,,0.0,1.12,26.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2572,-,27.12,us,STOK,"Stoke Therapeutics, Inc. - Common Stock",32.77,3277,"Stoke Therapeutics, Inc. - Common Stock",1,,,,,,,,-12.02,,,,0.0,5.17,20.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2573,-,30.02,us,STRA,"Strategic Education, Inc. - Common Stock",76.78,7677,"Strategic Education, Inc. - Common Stock",1,,,,,,,,13.39,,7.47,,0.0,1.06,17.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2574,-,30.02,us,STRL,"Sterling Infrastructure, Inc. - Common Stock",824.49,82449,"Sterling Infrastructure, Inc. - Common Stock",1,,,,,,,,72.99,,1.37,,0.0,21.27,253.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2575,-,27.12,us,STRO,"Sutro Biopharma, Inc. - Common Stock",32.79,3279,"Sutro Biopharma, Inc. - Common Stock",1,,,,,,,,-3.54,,,,0.0,-8.12,5.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2576,-,27.12,us,STRR,"Star Equity Holdings, Inc. - Common Stock",10.97,1097,"Star Equity Holdings, Inc. - Common Stock",1,,,,,,,,-5.10,,,,0.0,0.66,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2577,-,30.02,us,STRS,Stratus Properties Inc. - Common Stock,28.82,2882,Stratus Properties Inc. - Common Stock,1,,,,,,,,10.71,,9.34,,0.0,1.09,2.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2578,-,30.02,us,STRT,STRATTEC SECURITY CORPORATION - Common Stock,80.10,8009,STRATTEC SECURITY CORPORATION - Common Stock,1,,,,,,,,13.40,,7.46,,0.0,1.39,3.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2579,-,27.12,us,STRZ,Starz Entertainment Corp. - Common Shares,28.51,2851,Starz Entertainment Corp. - Common Shares,1,,,,,,,,-1.71,,,,0.0,1.00,4.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2580,-,27.12,us,STTK,"Shattuck Labs, Inc. - Common Stock",7.01,701,"Shattuck Labs, Inc. - Common Stock",1,,,,,,,,-13.03,,,,0.0,6.78,6.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2581,-,30.02,us,STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),985.65,98565,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),1,,,,,,,,92.94,,1.08,,0.0,201.84,2210.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2582,-,27.12,us,SUGP,SU Group Holdings Limited - Class A Ordinary Shares,0.80,80,SU Group Holdings Limited - Class A Ordinary Shares,1,,,,,,,,-1.50,,,,0.0,0.32,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2583,-,27.12,us,SUIG,Sui Group Holdings Limited - Common Stock,1.18,118,Sui Group Holdings Limited - Common Stock,1,,,,,,,,-0.27,,,,0.0,0.90,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2584,-,27.12,us,SUJA,"Suja Life, Inc. - Class A Common Stock",10.08,1008,"Suja Life, Inc. - Class A Common Stock",1,,,,,,,,-26.29,,,,0.0,9.63,3.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2585,-,27.12,us,SUNE,"SUNation Energy, Inc. - Common Stock",2.21,221,"SUNation Energy, Inc. - Common Stock",1,,,,,,,,-0.79,,,,0.0,0.45,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2586,-,27.12,us,SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",46.49,4649,"Supernus Pharmaceuticals, Inc. - Common Stock",1,,,,,,,,-92.99,,,,0.0,2.51,27.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2587,-,27.12,us,SUPX,SuperX AI Technology Limited - Ordinary Shares,7.99,799,SuperX AI Technology Limited - Ordinary Shares,1,,,,,,,,-3.80,,,,0.0,1.67,3.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2588,-,27.12,us,SURG,"SurgePays, Inc. - Common Stock",0.34,34,"SurgePays, Inc. - Common Stock",1,,,,,,,,-0.21,,,,0.0,-0.36,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2589,-,30.02,us,SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,10.58,1058,Stellar V Capital Corp. - Class A Ordinary Shares,1,,,,,,,,41.38,,2.42,,0.0,1.49,2.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2590,-,27.12,us,SVCO,"Silvaco Group, Inc. - Common Stock",12.88,1287,"Silvaco Group, Inc. - Common Stock",1,,,,,,,,-15.14,,,,0.0,5.49,4.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2591,-,27.12,us,SVRA,"Savara, Inc. - Common Stock",6.11,610,"Savara, Inc. - Common Stock",1,,,,,,,,-9.66,,,,0.0,7.11,12.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2592,-,27.12,us,SVRE,SaverOne 2014 Ltd. - American Depositary Shares,3.55,355,SaverOne 2014 Ltd. - American Depositary Shares,1,,,,,,,,-0.37,,,,0.0,0.88,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2593,-,27.12,us,SVRN,OceanPal Inc. - Common Stock,8.17,817,OceanPal Inc. - Common Stock,1,,,,,,,,-0.24,,,,0.0,0.21,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2594,-,30.02,us,SWAG,"Stran & Company, Inc. - Common Stock",2.19,219,"Stran & Company, Inc. - Common Stock",1,,,,,,,,105.64,,0.95,,0.0,1.31,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2595,-,30.02,us,SWBI,"Smith & Wesson Brands, Inc. - Common Stock",15.52,1552,"Smith & Wesson Brands, Inc. - Common Stock",1,,,,,,,,37.56,,2.66,,0.0,1.84,6.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2596,-,30.02,us,SWIM,"Latham Group, Inc. - Common Stock",6.34,634,"Latham Group, Inc. - Common Stock",1,,,,,,,,87.04,,1.15,,0.0,1.88,7.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2597,-,30.02,us,SWKS,"Skyworks Solutions, Inc. - Common Stock",68.92,6892,"Skyworks Solutions, Inc. - Common Stock",1,,,,,,,,28.70,,3.48,,0.0,1.80,103.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2598,-,27.12,us,SWMR,"Swarmer, Inc - common stock",47.12,4712,"Swarmer, Inc - common stock",1,,,,,,,,-42.97,,,,0.0,22.46,5.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2599,-,30.02,us,SWVL,Swvl Holdings Corp - Ordinary Shares,1.39,138,Swvl Holdings Corp - Ordinary Shares,1,,,,,,,,10.51,,9.51,,0.0,2.33,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2600,-,27.12,us,SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",2.13,213,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",1,,,,,,,,-9.18,,,,0.0,4.02,0.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2601,-,27.12,us,SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",1.76,176,"60 Degrees Pharmaceuticals, Inc. - Common Stock",1,,,,,,,,-0.62,,,,0.0,0.97,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2602,-,27.12,us,SY,So-Young International Inc. - American Depository Shares,1.53,153,So-Young International Inc. - American Depository Shares,1,,,,,,,,-4.16,,,,0.0,0.71,1.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2603,-,30.02,us,SYBT,"Stock Yards Bancorp, Inc. - Common Stock",75.62,7562,"Stock Yards Bancorp, Inc. - Common Stock",1,,,,,,,,15.56,,6.43,,0.0,2.02,22.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2604,-,27.12,us,SYM,Symbotic Inc. - Class A Common Stock,44.19,4419,Symbotic Inc. - Class A Common Stock,1,,,,,,,,-3605.47,,,,0.0,38.82,266.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2605,-,27.12,us,SYNA,Synaptics Incorporated - Common Stock,123.11,12311,Synaptics Incorporated - Common Stock,1,,,,,,,,-98.90,,,,0.0,3.50,47.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
