rank,tier,score,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,deduct_ratio,ocf_to_profit,debt_ratio,goodwill_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,mktcap_yi,risk_notes,fail_reasons
703,-,29.88,600071,凤凰光学,17.13,1713,光学光电子,0,7.0,16.9,2.1,156.0,171.4,0.17,4.76,71.9,0.0,177.35,1.14,0.56,156.6,-491.2,9.47,48.2,扣非比17%(含较多一次性收益),负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
704,-,29.85,000848,承德露露,7.40,740,饮料乳品,1,17.8,44.7,19.8,-5.9,1.4,1.00,1.65,34.3,0.0,11.43,,8.75,2.9,4.8,2.36,75.5,,同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
705,B_优质待跌,29.84,002130,沃尔核材,18.96,1896,其他电子Ⅱ,2,19.1,31.7,13.5,35.0,23.0,0.96,1.00,44.8,0.1,23.60,1.03,4.24,27.2,-2.6,2.90,265.4,,PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
706,C_接近合格,29.78,688267,中触媒,19.70,1970,化学制品,1,7.3,44.1,24.2,40.8,10.5,0.91,1.66,7.8,0.0,22.96,2.19,4.36,14.9,-91.3,1.59,44.9,增速或为单年爆发(同比远高于CAGR),ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
707,-,29.78,603889,新澳股份,5.11,511,纺织制造,1,13.6,20.0,9.5,12.1,7.2,0.98,0.87,36.5,0.0,9.72,1.35,10.29,17.5,19.0,1.36,48.5,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 未打0.7折
708,-,29.77,300756,金马游乐,33.05,3304,专用设备,0,5.7,36.5,11.8,996.3,,0.94,0.75,37.4,0.0,67.22,0.07,1.49,997.8,-124.1,4.98,72.9,,现金流/利润<0.8; ROE<15.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
709,C_接近合格,29.77,002415,海康威视,34.20,3420,计算机设备,1,17.3,45.9,15.3,18.5,3.4,0.97,1.79,33.9,0.0,20.98,6.16,4.77,8.2,-74.8,3.96,3134.4,增速或为单年爆发(同比远高于CAGR),CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
710,C_接近合格,29.76,688258,卓易信息,118.54,11854,IT服务Ⅱ,1,9.2,55.9,23.8,142.8,16.1,0.55,1.50,39.7,0.1,119.26,7.43,0.84,16.9,-642.6,15.18,143.6,扣非比55%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
711,-,29.76,301566,达利凯普,37.08,3708,元件,1,11.3,66.2,43.9,39.9,-3.4,0.90,0.97,4.4,0.0,91.79,,1.09,-2.3,-664.9,9.82,148.3,,ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
712,C_接近合格,29.76,603202,天有为,49.14,4914,汽车零部件,1,16.2,34.5,23.1,-18.9,32.5,0.96,1.06,24.6,0.0,9.72,,10.29,-8.6,19.0,1.19,78.6,,同比增速<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
713,-,29.75,688161,威高骨科,20.98,2098,医疗器械,1,6.7,64.9,17.6,20.1,-23.5,0.94,1.53,17.8,0.0,32.14,,3.11,-20.4,-167.8,2.05,83.9,,ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
714,-,29.73,002278,神开股份,7.54,754,专用设备,1,4.8,37.7,6.4,85.3,,0.82,2.17,30.0,0.1,83.06,0.97,1.20,86.6,-176.9,2.11,29.3,,ROE<15.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
715,-,29.72,002721,金一文化,2.22,222,饰品,1,1.4,35.2,3.3,98.0,,2.58,5.19,8.3,0.1,70.66,0.72,1.42,99.4,-135.5,2.74,59.0,,ROE<15.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
716,-,29.71,600233,圆通速递,15.75,1575,物流,1,13.0,9.5,5.7,7.7,3.3,0.98,1.82,34.9,0.0,11.13,3.36,8.98,12.3,7.3,1.53,539.1,增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 未打0.7折
717,C_接近合格,29.69,300705,九典制药,9.78,977,化学制药,1,18.0,72.9,15.2,-7.7,20.6,0.96,1.35,30.7,0.0,12.12,,8.25,0.5,-1.0,1.99,48.9,,同比增速<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
718,C_接近合格,29.66,002414,高德红外,13.26,1326,军工电子Ⅱ,1,10.3,56.3,14.9,253.4,11.0,0.90,2.34,35.5,0.0,58.47,5.32,1.71,12.7,-387.3,7.65,566.3,增速或为单年爆发(同比远高于CAGR),ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
719,-,29.64,601607,上海医药,15.40,1540,医药商业,1,7.7,10.7,2.0,25.7,0.6,0.52,1.08,61.5,0.1,9.83,15.52,10.17,10.8,18.1,0.74,571.1,扣非比52%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 未打0.7折
720,-,29.58,300957,贝泰妮,31.51,3151,化妆品,1,8.2,74.5,9.4,0.5,-21.6,0.71,1.92,24.4,0.0,24.57,,4.07,-17.6,-104.8,2.18,133.5,动态PE远高于TTM(盈利或下滑),ROE<15.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
721,-,29.58,300146,汤臣倍健,9.04,903,食品加工,1,7.2,67.9,12.5,19.8,-17.4,0.87,1.53,20.0,0.1,20.97,,4.77,-12.6,-74.7,1.42,152.9,,ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
722,-,29.56,603101,汇嘉时代,6.24,624,一般零售,0,5.5,35.2,3.1,31.8,,0.98,6.03,71.1,0.1,34.75,1.09,2.88,34.6,-15.8,2.05,29.4,,负债率≥70.0%; ROE<15.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
723,-,29.56,600679,上海凤凰,8.92,892,摩托车及其他,1,5.1,15.2,4.9,176.7,,0.48,1.30,35.4,0.1,50.13,0.28,1.99,178.7,-67.1,2.07,44.2,扣非比48%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
724,-,29.55,603332,苏州龙杰,10.11,1011,化学纤维,1,6.0,9.9,4.6,32.7,,0.75,1.07,12.9,0.0,26.40,0.81,3.79,36.5,12.0,1.73,21.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; 未打0.7折
725,-,29.54,002292,奥飞娱乐,6.56,656,文娱用品,1,2.4,43.5,2.9,125.2,,0.80,1.86,28.3,0.4,125.18,1.00,0.80,126.0,-317.3,3.26,97.0,,ROE<15.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
726,-,29.53,600635,大众公用,4.28,428,燃气Ⅱ,1,4.8,14.2,6.8,78.1,,0.44,2.63,55.1,0.0,46.48,0.60,2.15,80.2,-54.9,1.42,126.4,扣非比44%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
727,-,29.52,001386,马可波罗,14.16,1416,家居用品,1,11.5,39.1,18.7,-8.8,-7.2,0.92,1.60,25.3,0.0,14.43,,6.93,-1.9,-20.2,1.43,169.2,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
728,-,29.52,603608,天创时尚,22.83,2283,服装家纺,1,1.4,60.1,1.3,116.0,,0.75,10.29,27.1,0.0,340.66,2.94,0.29,116.3,-1035.5,8.37,97.0,,ROE<15.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
729,-,29.51,000504,南华生物,7.20,720,医疗服务,0,11.5,22.1,6.9,245.3,,0.33,-3.90,64.0,0.0,56.38,0.23,1.77,247.0,-87.9,8.58,23.8,扣非比33%(含较多一次性收益),现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; 未打0.7折
730,-,29.5,301080,百普赛斯,48.00,4800,生物制品,1,6.3,91.2,19.8,33.7,-6.7,0.94,2.15,11.7,0.0,46.86,,2.13,-4.5,-290.5,3.08,80.2,,ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
731,-,29.49,600104,上汽集团,9.76,976,乘用车,1,3.4,10.1,1.5,506.4,-14.4,0.73,3.37,62.4,0.0,11.10,,9.01,-5.4,7.5,0.37,1121.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
732,-,29.47,600585,海螺水泥,16.95,1695,水泥,1,4.3,24.2,9.8,5.4,-19.7,0.94,2.04,20.4,0.0,11.56,,8.65,-11.0,3.7,0.47,898.2,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
733,-,29.45,603036,如通股份,14.46,1446,专用设备,1,7.8,45.6,24.1,9.6,9.0,0.88,1.86,11.7,0.0,29.88,3.31,3.35,12.4,-149.0,2.18,29.8,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
734,-,29.44,600729,重百集团,18.78,1878,一般零售,1,13.6,28.6,7.1,-20.5,5.8,0.96,1.72,59.9,0.0,9.74,,10.27,-10.2,18.8,1.02,82.7,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
735,-,29.43,601107,四川成渝,4.88,488,铁路公路,1,8.5,34.8,17.3,3.7,34.3,0.95,2.33,64.4,0.0,10.06,2.70,9.94,13.7,16.2,0.91,149.2,,ROE<15.0; 同比增速<10.0; PEG≥1.0; 未打0.7折
736,-,29.42,300036,超图软件,11.27,1127,软件开发,0,1.8,57.9,3.1,127.3,,0.67,-0.15,31.4,0.1,114.77,0.90,0.87,128.2,-282.6,2.12,55.5,扣非比67%(含较多一次性收益),现金流/利润<0.8; ROE<15.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
737,-,29.42,601330,绿色动力,6.97,697,环境治理,1,7.5,46.7,17.5,5.5,-6.1,1.00,2.93,60.4,0.0,15.60,,6.41,0.4,-30.0,1.21,99.7,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
738,-,29.41,002985,北摩高科,27.70,2770,航空装备Ⅱ,1,7.7,48.1,21.8,1138.3,-14.0,0.98,1.90,28.3,0.1,43.06,,2.32,-11.7,-258.8,3.39,91.9,,ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
739,-,29.4,920395,朗鸿科技,7.15,715,专用设备,1,18.9,52.7,24.2,-29.2,-0.9,1.00,1.22,19.4,0.0,30.24,,3.31,-25.9,-152.0,4.96,10.9,,同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
740,-,29.39,002042,华孚时尚,3.41,341,纺织制造,1,1.0,9.2,0.7,127.6,,-1.33,28.79,61.4,0.0,78.68,0.62,1.27,128.9,-162.3,0.98,58.0,扣非比-133%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
741,-,29.36,603797,联泰环保,3.75,375,环境治理,1,4.0,60.9,12.6,-28.3,-22.5,1.00,3.34,65.2,0.0,17.57,,5.69,-22.6,-46.4,0.65,21.6,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
742,-,29.34,688201,ST信安,6.98,698,软件开发,0,1.6,69.2,3.8,143.0,-50.0,0.73,1.70,15.7,0.2,71.20,,1.40,-48.6,-493.3,1.71,22.1,,ST/退市; ROE<15.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
743,B_优质待跌,29.34,605099,共创草坪,32.20,3220,家居用品,2,22.8,34.2,20.3,30.6,14.3,0.98,1.10,24.8,0.0,18.19,1.27,5.50,19.8,-27.1,4.32,129.6,,PEG≥1.0; 未打0.7折
744,-,29.33,000333,美的集团,75.53,7553,白色家电,1,19.7,26.4,9.6,14.0,14.1,0.94,1.21,61.2,0.1,13.01,0.93,7.69,21.7,7.3,2.79,5750.4,,毛利<30.0; 净利率<10.0; PE高于行业中位; 未打0.7折
745,C_接近合格,29.31,920271,邦德股份,9.76,976,汽车零部件,1,16.9,38.6,26.3,12.8,8.7,0.84,1.19,20.2,0.0,14.63,1.69,6.84,15.5,-21.9,2.04,12.8,,CAGR<10.0; PEG≥1.0; 未打0.7折
746,-,29.29,688046,药康生物,24.20,2420,医疗服务,1,6.5,64.1,18.0,29.9,-4.7,0.83,1.58,22.3,0.0,62.11,,1.61,-3.1,-417.6,4.51,99.2,,ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
747,-,29.28,000893,亚钾国际,40.89,4089,农化制品,1,13.3,58.6,31.4,76.0,-6.2,1.11,1.35,33.2,0.0,20.75,,4.82,-1.4,-72.9,2.74,377.8,,ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
748,-,29.27,002920,德赛西威,81.50,8150,汽车零部件,1,21.7,19.1,7.5,22.4,27.5,0.98,1.11,47.9,0.0,20.85,0.93,4.80,27.2,6.8,3.21,486.4,,毛利<30.0; 净利率<10.0; 盈利收益率≤5.0%; 未打0.7折
749,-,29.27,601877,正泰电器,25.07,2507,电网设备,1,10.3,26.0,7.6,16.2,3.9,0.90,5.12,66.1,0.0,11.70,3.04,8.55,12.4,2.5,1.22,538.7,增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 未打0.7折
750,-,29.23,002846,英联股份,10.59,1059,包装印刷,1,2.5,12.5,1.6,189.0,,0.67,9.78,61.2,0.0,120.95,0.64,0.83,189.8,-303.2,3.14,44.5,扣非比67%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
751,C_接近合格,29.18,688543,国科军工,39.45,3945,地面兵装Ⅱ,1,10.7,33.8,17.5,24.1,30.7,0.92,1.88,26.7,0.0,41.60,1.73,2.40,26.5,-72.7,4.38,98.9,动态PE远高于TTM(盈利或下滑),ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
752,-,29.17,300199,翰宇药业,22.08,2208,化学制药,0,6.1,58.4,3.8,121.1,,0.50,6.62,80.0,0.0,206.34,1.70,0.48,121.5,-587.8,26.30,195.0,扣非比50%(含较多一次性收益),负债率≥70.0%; ROE<15.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
753,-,29.17,600535,天士力,13.23,1323,中药Ⅱ,1,9.1,66.9,13.4,15.6,,0.72,1.29,18.2,0.0,17.03,1.09,5.87,21.5,-9.0,1.57,197.6,,ROE<15.0; CAGR<10.0; PEG≥1.0; 未打0.7折
754,-,29.15,688708,佳驰科技,50.80,5080,航空装备Ⅱ,0,13.3,66.7,39.8,-14.9,-3.1,0.91,0.23,12.7,0.0,46.08,,2.17,-12.7,-284.0,6.08,203.4,动态PE远高于TTM(盈利或下滑),现金流/利润<0.8; ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
755,-,29.14,603049,中策橡胶,44.81,4481,汽车零部件,0,19.3,19.7,9.2,9.5,50.2,0.98,0.44,52.5,0.0,9.30,0.98,10.75,20.3,22.5,1.61,391.9,,现金流/利润<0.8; 毛利<30.0; 净利率<10.0; 同比增速<10.0; 未打0.7折
756,-,29.14,601811,新华文轩,10.94,1094,出版,1,10.5,35.6,13.4,1.5,3.9,0.93,0.96,33.2,0.0,8.62,5.63,11.60,13.1,28.2,0.90,135.0,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 未打0.7折
757,-,29.11,000923,河钢资源,12.41,1241,冶钢原料,1,5.7,60.2,9.7,0.2,-5.2,1.00,1.90,26.0,0.0,17.46,,5.73,0.5,-45.5,0.84,81.0,动态PE远高于TTM(盈利或下滑),ROE<15.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
758,-,29.08,000895,双汇发展,22.40,2240,食品加工,1,24.1,18.1,8.6,2.3,-3.2,0.97,1.44,45.3,0.0,14.76,,6.78,3.6,-23.0,3.90,776.1,,毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
759,-,29.08,600120,浙江东方,4.30,430,多元金融,1,5.8,61.1,57.3,-0.2,-0.4,0.86,0.84,69.3,0.0,15.86,,6.31,5.9,-32.2,0.90,146.9,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
760,-,29.04,301598,博科测试,49.52,4952,专用设备,1,12.2,44.4,21.4,18.3,7.3,0.97,1.67,51.5,0.0,23.48,3.22,4.26,11.6,-95.7,3.08,29.2,增速或为单年爆发(同比远高于CAGR),ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
761,-,29.0,002293,罗莱生活,9.89,989,服装家纺,1,12.5,50.5,10.7,20.1,-3.6,0.89,1.93,32.2,0.0,14.94,,6.69,3.1,-24.5,2.07,82.8,,ROE<15.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
762,-,28.96,603418,友升股份,44.17,4417,汽车零部件,0,18.0,19.0,9.8,21.0,28.1,0.99,0.11,27.6,0.0,16.89,0.80,5.92,26.9,19.6,1.91,85.3,,现金流/利润<0.8; 毛利<30.0; 净利率<10.0; 未打0.7折
763,-,28.95,002647,仁东控股,10.44,1044,多元金融,0,,32.2,43.7,143.2,,0.11,0.15,89.0,1.5,-150.68,,,,0.0,18.96,118.0,扣非比11%(含较多一次性收益),现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
764,C_接近合格,28.95,603256,宏和科技,265.33,26533,玻璃玻纤,1,13.0,35.6,17.2,785.5,56.8,0.96,1.45,49.7,0.0,771.08,13.57,0.13,56.9,-2470.3,88.56,2400.1,增速或为单年爆发(同比远高于CAGR),ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
765,-,28.92,301162,国能日新,43.75,4375,软件开发,0,9.7,61.8,18.2,39.2,24.8,0.94,0.69,32.7,0.0,59.94,2.42,1.67,26.4,-142.1,5.20,81.7,,现金流/利润<0.8; ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
766,C_接近合格,28.85,603868,飞科电器,30.80,3080,小家电,1,16.2,56.7,13.3,11.8,-14.6,0.88,1.70,16.4,0.0,25.81,,3.87,-10.8,-115.1,4.07,134.2,,CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
767,-,28.83,603939,益丰药房,17.98,1798,医药商业,1,15.0,39.4,6.9,9.8,10.0,0.96,2.01,54.9,0.4,12.61,1.29,7.93,17.7,-5.1,1.91,218.0,,ROE<15.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 未打0.7折
768,-,28.83,600995,南网储能,12.30,1230,电力,1,7.7,50.8,22.9,49.9,0.5,0.98,2.73,54.6,0.0,22.23,43.67,4.50,5.0,-85.2,1.73,393.1,增速或为单年爆发(同比远高于CAGR),ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
769,C_接近合格,28.82,605117,德业股份,106.18,10618,光伏设备,1,32.7,38.1,25.9,7.1,27.8,0.96,1.25,48.1,0.0,37.00,5.20,2.70,9.8,-208.3,13.58,1351.8,,同比增速<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
770,-,28.82,603950,长源东谷,84.43,8443,汽车零部件,1,13.7,27.0,17.2,68.9,57.2,0.90,1.36,47.7,0.0,69.43,1.21,1.44,58.7,-131.4,8.96,273.7,,ROE<15.0; 毛利<30.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
771,-,28.81,920177,恒道科技,25.09,2509,通用设备,0,21.9,48.6,26.6,15.0,26.9,0.96,0.47,21.4,0.0,16.38,1.09,6.11,21.1,-9.2,1.98,13.1,,现金流/利润<0.8; PEG≥1.0; 未打0.7折
772,-,28.81,300662,科锐国际,16.98,1698,专业服务,0,14.7,5.9,2.2,52.7,2.5,0.61,0.43,47.4,0.1,9.61,3.78,10.41,12.9,19.9,1.45,33.4,扣非比61%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 未打0.7折
773,-,28.81,600666,奥瑞德,3.97,397,IT服务Ⅱ,0,15.5,14.3,30.4,182.5,32.7,-1.08,0.24,52.1,0.0,78.00,2.39,1.28,34.0,-160.0,9.96,109.2,扣非比-108%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; 毛利<30.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
774,-,28.78,000513,丽珠集团,28.89,2889,化学制药,1,14.7,65.9,16.8,-1.8,1.9,0.99,1.56,35.2,0.0,13.06,,7.66,5.8,-8.8,1.94,256.5,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
775,-,28.76,920180,爱得科技,12.36,1236,医疗器械,1,14.3,58.9,25.8,15.8,-5.9,0.90,1.13,20.1,0.0,19.71,,5.07,-0.8,-64.2,1.93,14.6,,ROE<15.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
776,-,28.75,688301,奕瑞科技,124.00,12400,医疗器械,1,13.1,51.4,28.9,39.7,0.5,0.95,1.92,48.0,0.0,53.53,118.76,1.87,2.3,-346.1,5.01,367.0,增速或为单年爆发(同比远高于CAGR),ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
777,-,28.74,601918,新集能源,8.59,859,煤炭开采,1,13.1,40.0,17.4,-10.7,0.9,1.00,1.45,63.5,0.0,10.34,,9.67,-1.1,13.8,1.27,222.5,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
778,-,28.73,300099,尤洛卡,6.32,632,专用设备,0,7.6,45.6,31.6,92.7,18.6,0.41,0.02,9.5,0.2,25.30,1.36,3.95,22.6,-36.0,2.03,46.6,扣非比41%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR); 动态PE远高于TTM(盈利或下滑),现金流/利润<0.8; ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
779,-,28.7,002196,方正电机,12.06,1206,电机Ⅱ,1,1.5,13.0,0.7,174.1,,1.08,5.46,69.8,0.0,125.44,0.72,0.80,174.9,-318.1,4.19,59.8,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
780,-,28.65,688411,海博思创,291.20,29120,其他电源设备Ⅱ,0,22.2,18.2,8.2,46.8,75.1,0.92,0.55,69.4,0.0,50.08,1.07,2.00,48.8,-66.9,11.24,531.3,,现金流/利润<0.8; 毛利<30.0; 净利率<10.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
781,-,28.62,688379,华光新材,84.03,8403,通用设备,0,17.4,12.9,7.4,133.3,178.4,0.56,-0.43,60.4,0.0,61.54,0.46,1.62,134.9,-105.1,5.69,79.8,扣非比56%(含较多一次性收益),现金流/利润<0.8; 毛利<30.0; 净利率<10.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
782,-,28.61,603693,江苏新能,12.59,1259,电力,1,7.4,50.0,24.3,21.7,2.2,0.95,2.24,53.3,0.0,24.76,11.49,4.04,6.2,-106.3,1.59,112.2,增速或为单年爆发(同比远高于CAGR),ROE<15.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
783,B_优质待跌,28.57,688128,中国电研,23.74,2374,专用设备,2,15.8,34.2,11.2,14.4,13.7,0.90,2.27,57.3,0.0,17.72,1.29,5.64,19.4,-29.1,2.76,96.0,,PEG≥1.0; 未打0.7折
784,-,28.55,601298,青岛港,8.05,805,航运港口,1,11.9,36.7,28.0,0.7,5.2,0.96,1.06,24.7,0.0,9.97,14.24,10.03,10.7,16.9,1.11,522.5,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 未打0.7折
785,C_接近合格,28.53,300701,森霸传感,9.57,957,光学光电子,1,7.7,39.5,17.5,88.3,20.0,0.35,1.29,10.6,0.1,36.07,1.81,2.77,22.7,-80.6,2.87,27.1,扣非比35%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR); 动态PE远高于TTM(盈利或下滑),ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
786,-,28.53,000404,长虹华意,7.86,786,家电零部件Ⅱ,1,11.7,13.8,4.2,9.9,23.5,0.85,1.96,61.3,0.0,10.73,1.08,9.32,19.2,10.6,1.30,54.7,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; PEG≥1.0; 未打0.7折
787,-,28.52,601216,君正集团,4.46,446,化学原料,1,11.8,20.9,13.1,18.3,-7.2,0.93,1.56,28.6,0.0,12.43,,8.05,0.8,-3.6,1.41,376.3,,ROE<15.0; 毛利<30.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
788,-,28.5,688435,英方软件,32.00,3200,软件开发,0,-1.3,85.1,-7.9,48.1,,,,8.2,0.0,-184.02,,,,0.0,2.47,26.7,,亏损; 现金流/利润<0.8; ROE<15.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
