rank,status,basic_status,enhanced_status,final_action,code,name,stock_code,stock_name,price,premium_rt,double_low,rating,remaining_scale,remaining_years,change_pct,maturity_date,convert_price,convert_value,stock_price,pb,turnover,risk_reasons,enhanced_reasons,maturity_redeem_price,maturity_yield_est,call_gap_pct,put_gap_pct,down_revision_gap_pct,has_conditional_resale,source
80,观察,观察,增强观察,观察,118034,晶能转债,688223,晶科能源,116.175,51.17,167.345,AA+,83.22148,2.804,1.44,2029-04-20 00:00:00,6.35,76.8504,4.88,2.01,9668255439.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,108.0,-2.51,56.15,8.81,-9.59,True,eastmoney_datacenter+quote_board
81,观察,观察,增强观察,观察,123150,九强转债,300406,九强生物,131.561,36.14,167.701,AA-,11.210221000144417,1.999,1.2,2028-06-30 00:00:00,11.6,96.6379,11.21,1.97,1474827885.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-8.2,34.52,27.56,13.69,True,eastmoney_datacenter+quote_board
82,剔除,剔除,增强排除,排除,113037,紫银转债,601860,紫金银行,109.842,57.87,167.712,AA+,44.9944000018208,0.06,0.0,2026-07-23 00:00:00,3.55,69.5775,2.47,0.45,4942274885.0,剩余期限<0.5年,剩余期限<0.5年,110.0,2.4,87.04,,-18.14,False,eastmoney_datacenter+quote_board
83,剔除,剔除,增强排除,排除,111015,东亚转债,605177,东亚药业,125.485,42.73,168.215,A+,6.662140000796908,3.014,1.3,2029-07-06 00:00:00,20.28,87.9191,17.83,1.23,835998638.0,评级低于AA-,评级低于AA-,115.0,-2.77,47.84,20.36,3.43,True,eastmoney_datacenter+quote_board
84,剔除,剔除,增强排除,排除,128125,华阳转债,002949,华阳国际,112.569,56.76,169.329,AA-,4.495920999564711,0.079,0.01,2026-07-30 00:00:00,14.19,71.8111,10.19,1.4,506101331.0,剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余期限<0.5年；存在未来赎回/摘牌执行日,113.0,4.85,81.06,2.55,-15.52,True,eastmoney_datacenter+quote_board
85,剔除,剔除,增强排除,排除,123071,天能转债,300569,天能重工,115.61,53.84,169.45,AA-,6.936644001383963,0.307,0.15,2026-10-21 00:00:00,6.68,75.1497,5.02,0.98,801945413.0,剩余期限<0.5年,剩余期限<0.5年,,-43.98,72.91,6.77,-11.59,True,eastmoney_datacenter+quote_board
86,剔除,剔除,增强排除,排除,113039,嘉泽转债,601619,嘉泽新能,161.69,7.92,169.61,AA,2.864910000618467,0.148,1.32,2026-08-24 00:00:00,2.89,149.827,4.33,1.59,463227298.0,剩余期限<0.5年,剩余期限<0.5年,108.0,-224.36,-13.16,53.35,76.27,True,eastmoney_datacenter+quote_board
87,观察,观察,增强观察,观察,111002,特纸转债,605007,五洲特纸,138.23,32.34,170.57,AA,6.618820002893728,1.437,1.91,2027-12-08 00:00:00,13.49,104.4477,14.09,1.91,914919489.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,112.0,-13.21,24.49,33.0,22.88,True,eastmoney_datacenter+quote_board
88,观察,观察,增强观察,观察,113054,绿动转债,601330,绿色动力,119.858,50.93,170.788,AA+,23.598569999499407,1.654,1.08,2028-02-25 00:00:00,8.89,79.4151,7.06,1.27,2828477403.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,109.0,-5.48,63.74,11.9,-6.57,True,eastmoney_datacenter+quote_board
89,剔除,剔除,增强排除,排除,123065,宝莱转债,300246,宝莱特,119.901,50.91,170.811,AA-,2.1803119990658963,0.178,0.04,2026-09-04 00:00:00,18.3,79.4536,14.54,3.57,261421589.0,剩余期限<0.5年,剩余期限<0.5年,115.0,-22.96,63.62,11.9,-6.53,True,eastmoney_datacenter+quote_board
90,观察,观察,增强观察,观察,113691,和邦转债,603077,和邦生物,148.113,22.92,171.033,AA,45.99094999763694,4.326,4.42,2030-10-28 00:00:00,2.0,120.5,2.41,1.2,6811857577.0,价格>130；双低值>150,价格>130；双低值>150,110.0,-5.95,7.88,41.91,41.76,True,eastmoney_datacenter+quote_board
91,剔除,剔除,增强排除,排除,118007,山石转债,688030,山石网科,134.429,36.92,171.349,A-,2.671510001562163,1.725,0.91,2028-03-22 00:00:00,16.5,98.1818,16.2,4.29,359128418.0,评级低于AA-,评级低于AA-,114.0,-8.81,32.41,28.7,15.51,True,eastmoney_datacenter+quote_board
92,观察,观察,增强观察,观察,127064,杭氧转债,002430,杭氧股份,151.6,20.48,172.08,AA+,11.36395300131926,1.884,-0.45,2028-05-19 00:00:00,25.67,125.8278,32.3,3.14,1722775275.0,价格>130；双低值>150,价格>130；双低值>150,108.0,-15.27,3.31,44.37,48.03,True,eastmoney_datacenter+quote_board
93,观察,观察,增强观察,观察,127105,龙星转债,002442,龙星科技,131.888,41.13,173.018,AA-,7.541102003214849,3.589,3.2,2030-02-01 00:00:00,5.8,93.4483,5.42,1.48,994580861.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-3.57,39.11,25.09,9.94,True,eastmoney_datacenter+quote_board
94,剔除,剔除,增强排除,排除,127078,优彩转债,002998,优彩资源,143.118,29.94,173.058,A+,4.158425998127419,2.456,2.92,2028-12-14 00:00:00,6.31,110.1426,6.95,1.45,595145612.0,评级低于AA-,评级低于AA-,115.0,-8.0,17.99,36.4,29.58,True,eastmoney_datacenter+quote_board
95,观察,观察,增强观察,观察,127050,麒麟转债,002984,森麒麟,127.6,45.5,173.1,AA,20.86029,1.363,0.92,2027-11-11 00:00:00,15.12,87.6984,13.26,1.02,2661773004.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-10.12,48.27,20.21,3.17,True,eastmoney_datacenter+quote_board
96,观察,观察,增强观察,观察,123178,花园转债,300401,花园生物,171.373,2.01,173.383,AA-,11.58,2.68,3.4,2029-03-06 00:00:00,13.34,167.991,22.41,3.69,1984499340.0,价格>130；双低值>150,价格>130；双低值>150,115.0,-12.27,-22.62,58.32,97.64,True,eastmoney_datacenter+quote_board
97,观察,观察,增强观察,观察,123172,漱玉转债,301017,漱玉平民,129.356,44.26,173.616,AA-,7.960041003123164,2.459,0.52,2028-12-15 00:00:00,14.91,89.6714,13.37,2.68,1029679064.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,113.0,-5.14,44.95,21.91,5.5,True,eastmoney_datacenter+quote_board
98,观察,观察,增强观察,观察,127108,太能转债,000591,太阳能,125.795,49.18,174.975,AA+,29.49809900234508,4.739,0.94,2031-03-28 00:00:00,5.55,84.3243,4.68,0.76,3710713364.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-2.31,54.27,16.88,-0.79,True,eastmoney_datacenter+quote_board
99,观察,观察,增强观察,观察,113070,渝水转债,601158,重庆水务,125.241,50.03,175.271,AAA,18.998539998882155,4.526,1.16,2031-01-09 00:00:00,4.72,83.4746,3.94,1.11,2379396148.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,108.0,-3.04,55.84,16.24,-1.79,True,eastmoney_datacenter+quote_board
100,观察,观察,增强观察,观察,123225,翔丰转债,300890,翔丰华,153.95,21.68,175.63,AA-,5.584541000324781,3.277,0.95,2029-10-10 00:00:00,27.34,126.5179,34.59,1.94,859740087.0,价格>130；双低值>150,价格>130；双低值>150,118.0,-7.13,2.75,44.67,48.84,True,eastmoney_datacenter+quote_board
101,观察,观察,增强观察,观察,110093,神马转债,600810,神马股份,120.19,55.63,175.82,AAA,22.19845000416008,2.708,2.29,2029-03-16 00:00:00,8.08,77.2277,6.24,0.95,2668031706.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,107.0,-4.05,68.27,9.29,-9.14,True,eastmoney_datacenter+quote_board
102,观察,观察,增强观察,观察,127046,百润转债,002568,百润股份,127.401,48.94,176.341,AA,11.274134002087896,1.246,1.11,2027-09-29 00:00:00,20.33,85.5386,17.39,3.83,1436335946.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-10.96,51.98,18.17,0.63,True,eastmoney_datacenter+quote_board
103,观察,观察,增强观察,观察,127082,亚科转债,002540,亚太科技,131.483,44.91,176.393,AA,11.585383996410185,2.689,1.67,2029-03-09 00:00:00,5.29,90.7372,4.8,1.09,1523281044.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,112.0,-5.51,43.33,22.92,6.75,True,eastmoney_datacenter+quote_board
104,剔除,剔除,增强排除,排除,113680,丽岛转债,603937,丽岛新材,145.499,31.17,176.669,A+,2.9984500030928047,3.376,0.93,2029-11-15 00:00:00,12.91,110.9218,14.32,1.93,436271477.0,评级低于AA-,评级低于AA-,115.0,-6.21,17.18,36.87,30.5,True,eastmoney_datacenter+quote_board
105,观察,观察,增强观察,观察,111017,蓝天转债,605368,蓝天燃气,120.812,56.0,176.812,AA,6.715339999337814,3.124,0.98,2029-08-15 00:00:00,7.98,77.4436,6.18,1.33,811293656.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,110.0,-2.86,67.8,9.55,-8.89,True,eastmoney_datacenter+quote_board
106,观察,观察,增强观察,观察,110097,天润转债,600419,天润乳业,134.351,42.72,177.071,AA,9.889689998585794,4.315,2.09,2030-10-24 00:00:00,8.19,94.1392,7.71,0.99,1328689741.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-4.2,38.13,25.68,10.75,True,eastmoney_datacenter+quote_board
107,观察,观察,增强观察,观察,110087,天业转债,600075,新疆天业,121.218,56.41,177.628,AA+,29.975069997855105,1.979,1.67,2028-06-23 00:00:00,5.6,77.5,4.34,0.84,3633518035.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,108.0,-5.51,67.74,9.68,-8.82,True,eastmoney_datacenter+quote_board
108,剔除,剔除,增强排除,排除,123124,晶瑞转2,300655,晶瑞电材,157.399,20.69,178.089,A+,5.224333998310027,1.125,-3.31,2027-08-16 00:00:00,15.88,130.4156,20.71,9.11,822304947.0,评级低于AA-,评级低于AA-,107.0,-28.46,-0.34,46.31,53.43,True,eastmoney_datacenter+quote_board
109,观察,观察,增强观察,观察,110099,福能转债,600483,福能股份,140.774,37.56,178.334,AA+,38.019133000412005,5.284,0.25,2031-10-13 00:00:00,9.84,102.3374,10.07,1.0,5352105429.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,106.0,-4.67,27.01,31.58,20.4,True,eastmoney_datacenter+quote_board
110,剔除,剔除,增强排除,排除,127047,帝欧转债,002798,帝欧水华,138.627,40.0,178.627,BBB+,4.654358999329135,1.317,-0.21,2027-10-25 00:00:00,5.1,99.0196,5.05,1.46,645219825.0,评级低于AA-,评级低于AA-,115.0,-12.94,31.29,29.31,16.49,True,eastmoney_datacenter+quote_board
111,观察,观察,增强观察,观察,113659,莱克转债,603355,莱克电气,130.241,48.5,178.741,AA,11.998110003762255,2.289,2.57,2028-10-14 00:00:00,31.72,87.7049,27.82,2.82,1562645845.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-6.79,48.24,20.2,3.18,True,eastmoney_datacenter+quote_board
112,剔除,剔除,增强排除,排除,113695,华辰转债,603097,江苏华辰,148.73,30.31,179.04,A+,4.5967,4.969,-0.11,2031-06-20 00:00:00,23.48,114.1397,26.8,4.18,683667191.0,评级低于AA-,评级低于AA-,114.0,-4.7,13.88,38.66,34.28,True,eastmoney_datacenter+quote_board
113,剔除,剔除,增强排除,排除,123080,海波转债,300517,海波重科,125.7,53.45,179.15,A+,1.4854710023866347,0.422,0.0,2026-12-02 00:00:00,11.28,81.9149,9.24,1.81,186723705.0,评级低于AA-；剩余规模<2亿；剩余期限<0.5年,评级低于AA-；剩余规模<2亿；剩余期限<0.5年,120.0,-10.75,58.66,14.5,-3.63,True,eastmoney_datacenter+quote_board
114,观察,观察,增强观察,观察,123165,回天转债,300041,回天新材,141.244,38.12,179.364,AA-,8.497287998074254,2.324,-1.11,2028-10-27 00:00:00,15.05,102.2591,15.39,2.92,1200190946.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-8.0,27.16,31.51,20.3,True,eastmoney_datacenter+quote_board
115,观察,观察,增强观察,观察,127099,盛航转债,001205,盛航股份,133.03,46.51,179.54,AA-,4.54066999924829,3.433,0.78,2029-12-06 00:00:00,15.33,90.8023,13.92,1.22,604045330.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-3.95,43.18,22.92,6.83,True,eastmoney_datacenter+quote_board
116,剔除,剔除,增强排除,排除,118039,煜邦转债,688597,煜邦电力,133.316,46.57,179.886,A,4.104050001500195,3.053,1.01,2029-07-20 00:00:00,7.3,90.9589,6.64,2.8,547135530.0,评级低于AA-,评级低于AA-,113.0,-4.99,42.92,23.04,7.01,True,eastmoney_datacenter+quote_board
117,观察,观察,增强观察,观察,127049,希望转2,000876,新希望,110.49,69.58,180.07,AAA,81.43425999637977,1.339,1.74,2027-11-02 00:00:00,10.59,65.1558,6.9,1.65,8997671387.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,107.0,-2.36,99.57,-7.39,-23.35,True,eastmoney_datacenter+quote_board
118,观察,观察,增强观察,观察,123119,康泰转2,300601,康泰生物,121.12,59.16,180.28,AA,19.98976899768824,1.038,1.38,2027-07-15 00:00:00,15.69,76.0994,11.94,1.46,2421160821.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-7.25,70.85,8.04,-10.47,True,eastmoney_datacenter+quote_board
119,观察,观察,增强观察,观察,113636,甬金转债,603995,甬金股份,132.253,48.11,180.363,AA-,9.994980000453678,1.451,0.57,2027-12-13 00:00:00,26.24,89.2912,23.43,1.49,1321866090.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-8.99,45.58,21.6,5.05,True,eastmoney_datacenter+quote_board
120,观察,观察,增强观察,观察,123109,昌红转债,300151,昌红科技,136.254,44.21,180.464,AA-,4.595034002671482,0.75,0.63,2027-04-01 00:00:00,26.64,94.482,25.17,8.72,626091763.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-20.8,37.58,25.9,11.16,True,eastmoney_datacenter+quote_board
121,观察,观察,增强观察,观察,127095,广泰转债,002111,威海广泰,140.979,39.75,180.729,AA-,6.927387000900843,3.299,0.13,2029-10-18 00:00:00,9.07,100.882,9.15,1.58,976616092.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-5.59,28.85,30.6,18.68,True,eastmoney_datacenter+quote_board
122,观察,观察,增强观察,观察,118024,冠宇转债,688772,珠海冠宇,129.559,51.42,180.979,AA,30.889289999150968,2.316,-0.27,2028-10-24 00:00:00,22.51,85.562,19.26,3.17,4001985523.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-5.85,40.24,18.17,0.66,True,eastmoney_datacenter+quote_board
123,观察,观察,增强观察,观察,113053,隆22转债,601012,隆基绿能,120.856,60.35,181.206,AAA,69.94605999702125,1.514,1.48,2028-01-05 00:00:00,17.5,75.3714,13.19,1.98,8453401027.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,107.0,-7.57,72.48,7.13,-11.33,True,eastmoney_datacenter+quote_board
124,观察,观察,增强观察,观察,113649,丰山转债,603810,丰山集团,128.775,52.67,181.445,AA-,4.577340003882742,1.99,1.15,2028-06-27 00:00:00,13.61,84.3497,11.48,1.24,589446959.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-5.38,54.09,16.99,-0.77,True,eastmoney_datacenter+quote_board
125,观察,观察,增强观察,观察,118036,力合转债,688589,力合微,140.959,40.66,181.619,AA-,3.79962000297959,2.992,2.14,2029-06-28 00:00:00,23.83,100.2098,23.88,3.71,535590636.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-6.16,29.73,30.15,17.89,True,eastmoney_datacenter+quote_board
126,观察,观察,增强观察,观察,113067,燃23转债,601139,深圳燃气,125.473,57.44,182.913,AAA,29.99894000302854,3.072,2.38,2029-07-27 00:00:00,7.24,79.6961,5.77,1.03,3764056999.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,107.0,-4.79,63.08,12.13,-6.24,True,eastmoney_datacenter+quote_board
127,剔除,剔除,增强排除,排除,118012,微芯转债,688321,微芯生物,149.998,33.55,183.548,A+,4.995809997466633,2.012,3.7,2028-07-05 00:00:00,25.34,112.3125,28.46,5.18,749361508.0,评级低于AA-,评级低于AA-,115.0,-11.6,15.74,37.67,32.13,True,eastmoney_datacenter+quote_board
128,观察,观察,增强观察,观察,113640,苏利转债,603585,苏利股份,127.823,55.91,183.733,AA-,7.389637999421074,1.629,0.97,2028-02-16 00:00:00,17.21,81.9872,14.11,1.02,944565698.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,115.0,-6.16,58.54,14.6,-3.54,True,eastmoney_datacenter+quote_board
129,剔除,剔除,增强排除,排除,123189,晓鸣转债,300967,晓鸣股份,129.328,54.69,184.018,A,3.286271000866015,2.765,3.85,2029-04-06 00:00:00,19.09,83.604,15.96,4.59,425006856.0,评级低于AA-,评级低于AA-,113.0,-4.57,55.51,16.29,-1.64,True,eastmoney_datacenter+quote_board
130,剔除,剔除,增强排除,排除,123199,山河转债,300452,山河药辅,136.956,47.14,184.096,A+,3.1972479993574585,2.949,1.45,2029-06-12 00:00:00,13.0,93.0769,12.1,2.97,437882297.0,评级低于AA-,评级低于AA-,108.0,-7.17,39.67,24.79,9.5,True,eastmoney_datacenter+quote_board
131,观察,观察,增强观察,观察,127054,双箭转债,002381,双箭股份,122.721,61.46,184.181,AA,5.135973997930264,1.615,0.94,2028-02-11 00:00:00,6.96,76.0057,5.29,1.01,630291865.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-5.41,71.08,7.94,-10.58,True,eastmoney_datacenter+quote_board
132,观察,观察,增强观察,观察,113066,平煤转债,601666,平煤股份,143.698,40.68,184.378,AAA,14.275120001670167,2.708,1.67,2029-03-16 00:00:00,7.46,102.1448,7.62,0.87,2051306194.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,107.0,-9.43,27.3,31.5,20.17,True,eastmoney_datacenter+quote_board
133,观察,观察,增强观察,观察,127031,洋丰转债,000902,新洋丰,117.808,66.79,184.598,AA,9.999172000203721,0.731,1.08,2027-03-25 00:00:00,16.89,70.6335,11.93,1.24,1177982455.0,溢价率>30%；双低值>150,溢价率>30%；双低值>150,112.0,-6.74,84.07,0.92,-16.9,True,eastmoney_datacenter+quote_board
134,剔除,剔除,增强排除,排除,123222,博俊转债,300926,博俊科技,148.749,36.4,185.149,A+,2.4382229998184863,3.19,0.58,2029-09-08 00:00:00,16.46,109.0522,17.95,2.21,362683233.0,评级低于AA-,评级低于AA-,115.0,-7.11,19.22,35.82,28.3,True,eastmoney_datacenter+quote_board
135,剔除,剔除,增强排除,排除,123157,科蓝转债,300663,科蓝软件,125.649,59.55,185.199,A-,2.340343997962578,2.166,1.16,2028-08-30 00:00:00,8.8,78.75,6.93,10.35,294061883.0,评级低于AA-,评级低于AA-,115.0,-3.91,65.08,11.11,-7.35,True,eastmoney_datacenter+quote_board
136,观察,观察,增强观察,观察,113652,伟22转债,603568,伟明环保,130.512,56.06,186.572,AA,14.766199996935148,2.059,1.49,2028-07-22 00:00:00,19.0,83.6316,15.89,2.28,1927166294.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,110.0,-7.63,55.44,16.3,-1.61,True,eastmoney_datacenter+quote_board
137,剔除,剔除,增强排除,排除,111001,山玻转债,605006,山东玻纤,189.777,-2.94,186.837,AA-,0.9746939987458966,0.016,0.61,2026-07-07 00:00:00,11.18,195.5277,21.86,4.66,184974503.0,剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,剩余规模<2亿；剩余期限<0.5年；存在未来赎回/摘牌执行日,108.0,-2693.19,-33.53,64.18,130.03,True,eastmoney_datacenter+quote_board
138,剔除,剔除,增强排除,排除,123122,富瀚转债,300613,富瀚微,132.08,55.48,187.56,A+,5.800823001211386,1.098,-0.44,2027-08-06 00:00:00,91.5,84.9508,77.73,6.25,766172702.0,评级低于AA-,评级低于AA-,115.0,-11.78,53.03,17.6,-0.06,True,eastmoney_datacenter+quote_board
139,观察,观察,增强观察,观察,111020,合顺转债,605166,聚合顺,138.108,49.46,187.568,AA-,3.3797999971037154,4.057,0.68,2030-07-22 00:00:00,10.53,92.4027,9.73,1.56,466777418.0,价格>130；溢价率>30%；双低值>150,价格>130；溢价率>30%；双低值>150,115.0,-4.12,40.7,24.25,8.71,True,eastmoney_datacenter+quote_board
140,剔除,剔除,增强排除,排除,123237,佳禾转债,300793,佳禾智能,132.4,55.64,188.04,A+,4.314477001510574,3.513,1.23,2030-01-04 00:00:00,13.46,85.0669,11.45,1.56,571236755.0,评级低于AA-,评级低于AA-,113.0,-4.17,52.84,17.73,0.08,True,eastmoney_datacenter+quote_board
